School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
Virginia Commonwealth University,Richmond,Virginia,United States,www.vcu.edu,Electrical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Commonwealth University,Richmond,Virginia,United States,www.vcu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Commonwealth University,Richmond,Virginia,United States,www.vcu.edu,Biomedical Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Bioengineering and Biomedical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Commonwealth University,Richmond,Virginia,United States,www.vcu.edu,Computer Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Commonwealth University,Richmond,Virginia,United States,www.vcu.edu,Mechanical Engineering with a Nuclear Engineering Concentration,Bachelors,"Oct 1, 2011 – Present",Main Campus,"Mechanical Engineering, Nuclear and Radiological Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Military Institute,Lexington,Virginia,United States,www.vmi.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Military Institute,Lexington,Virginia,United States,www.vmi.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 1936 – Sep 30, 1967, Oct 1, 1971 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Military Institute,Lexington,Virginia,United States,www.vmi.edu,Mechanical Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Computer Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Ocean Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Ocean Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Construction Engineering and Management,Bachelors,"Oct 1, 2008 – Present",Main Campus,Construction Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Biomedical Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,Bioengineering and Biomedical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Construction Engineering and Management,Bachelors,"Oct 1, 2017 – Present",Main Campus,Construction Management,2025-2026,ANSAC,
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Computer Science,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Aerospace Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,Aerospace Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Biological Systems Engineering,Bachelors,"Oct 1, 1951 – Present",Main Campus,Biological Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Chemical Engineering,Bachelors,"Oct 1, 1938 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Engineering Science and Mechanics,Bachelors,"Oct 1, 1958 – Present",Main Campus,Engineering Mechanics,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Industrial and Systems Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Industrial Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Materials Science and Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,Materials Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia Polytechnic Institute and State University,Blacksburg,Virginia,United States,www.vt.edu,Mining Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,Mining Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Information Logistics Technology,Bachelors,"Oct 1, 2013 – Present",Main Campus,General Criteria Only (ANSAC),2026-2027,ANSAC,
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Computer Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Manufacturing Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Manufacturing Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Electrical & Electronic(s) Engineering Technology,Bachelors,"Oct 1, 1989 – Present",Main Campus,Electrical and Electronics Engineering Technology,2026-2027,ETAC,Sydney Accord
Virginia State University,Petersburg,Virginia,United States,www.vsu.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 1989 – Present",Main Campus,Mechanical Engineering Technology,2026-2027,ETAC,Sydney Accord
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Chemical Engineering,Bachelors,"Oct 1, 1943 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Computer Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Computer Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Systems Engineering,Bachelors,"Oct 1, 1981 – Present",Main Campus,Systems Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Biomedical Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Bioengineering and Biomedical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Materials Science and Engineering,Bachelors,"May 1, 2023 – Present",Main Campus,Materials Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Computer Science,Bachelors,"Oct 1, 2003 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
University of Virginia,Charlottesville,Virginia,United States,www.virginia.edu,Aerospace Engineering,Bachelors,"Oct 1, 1958 – Present",Main Campus,Aerospace Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Virginia's College at Wise,Wise,Virginia,United States,http://www.uvawise.edu,Computer Science,Bachelors,"Sep 1, 2010 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
The University of Virginia's College at Wise,Wise,Virginia,United States,http://www.uvawise.edu,Software Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Software Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Viterbo University,La Crosse,Wisconsin,United States,https://www.viterbo.edu/,Engineering,Bachelors,"Oct 1, 2021 – Present","Viterbo University, Western Technical College’s Apprenticeship and Industry Training Center","Engineering, General Engineering, Engineering Physics, and Engineering Science",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Wake Forest University,Winston-Salem,North Carolina,United States,www.wfu.edu,Engineering,Bachelors,"Oct 1, 2020 – Present","Wake Forest University - Wake Downtown - Innovation Quarter, Wake Forest University - Reynolda Campus","Engineering, General Engineering, Engineering Physics, and Engineering Science",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Walden University,Minneapolis,Minnesota,United States,www.waldenu.edu,Information Technology,Bachelors,"Oct 1, 2013 – Present",Online Only,Information Technology,2024-2025,CAC,Seoul Accord
Walla Walla University,College Place,Washington,United States,www.wallawalla.edu,Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Bothell,Bothell,Washington,United States,www.uwb.edu,Electrical Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Bothell,Bothell,Washington,United States,www.uwb.edu,Mechanical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Bothell,Bothell,Washington,United States,www.uwb.edu,Computer Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Computer Science,Bachelors,"Oct 1, 1996 – Present",Pullman,Computer Science,2025-2026,CAC,Seoul Accord
Washington State University,Pullman,Washington,United States,www.wsu.edu,Computer Science,Bachelors,"Oct 1, 2000 – Present",Pullman,Computer Science,2025-2026,CAC,Seoul Accord
Washington State University,Pullman,Washington,United States,www.wsu.edu,Chemical Engineering,Bachelors,"Oct 1, 1951 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Computer Engineering,Bachelors,"Oct 1, 2000 – Present",Main Campus,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, Everett, Bremerton",Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Materials Science and Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Materials Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, Everett, Bremerton",Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Bioengineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Bioengineering and Biomedical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University,Pullman,Washington,United States,www.wsu.edu,Software Engineering,Bachelors,"Oct 1, 2018 – Present","Main Campus, Everett",Software Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University - Tri-Cities,Richland,Washington,United States,www.tricity.wsu.edu,Computer Science,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Washington State University - Tri-Cities,Richland,Washington,United States,www.tricity.wsu.edu,Computer Science,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Washington State University - Tri-Cities,Richland,Washington,United States,www.tricity.wsu.edu,Electrical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University - Tri-Cities,Richland,Washington,United States,www.tricity.wsu.edu,Mechanical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University - Tri-Cities,Richland,Washington,United States,www.tricity.wsu.edu,Civil Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University - Vancouver,Vancouver,Washington,United States,www.vancouver.wsu.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Washington State University - Vancouver,Vancouver,Washington,United States,www.vancouver.wsu.edu,Mechanical Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Washington State University - Vancouver,Vancouver,Washington,United States,www.vancouver.wsu.edu,Electrical Engineering,Bachelors,"May 1, 2012 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Tacoma,Tacoma,Washington,United States,www.tacoma.washington.edu,Computer Science and Systems,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
University of Washington Tacoma,Tacoma,Washington,United States,www.tacoma.washington.edu,Information Technology,Bachelors,"Oct 1, 2015 – Present",Main Campus,Information Technology,2028-2029,CAC,Seoul Accord
University of Washington Tacoma,Tacoma,Washington,United States,www.tacoma.washington.edu,Computer Engineering,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Tacoma,Tacoma,Washington,United States,www.tacoma.washington.edu,Electrical Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington Tacoma,Tacoma,Washington,United States,www.tacoma.washington.edu,Mechanical Engineering,Bachelors,"Oct 1, 2022 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Washington University,Saint Louis,Missouri,United States,www.wustl.edu,Chemical Engineering,Bachelors,"Oct 1, 1948 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Washington University,Saint Louis,Missouri,United States,www.wustl.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Washington University,Saint Louis,Missouri,United States,www.wustl.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Washington University,Saint Louis,Missouri,United States,www.wustl.edu,Systems Science and Engineering,Bachelors,"Oct 1, 1977 – Present",Main Campus,Systems Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Washington University,Saint Louis,Missouri,United States,www.wustl.edu,Biomedical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Bioengineering and Biomedical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Bioengineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Bioengineering and Biomedical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Environmental Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Environmental Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Aeronautical and Astronautical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Aerospace Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Materials Science and Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Materials Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Chemical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Computer Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Industrial Engineering,Bachelors,"Oct 1, 1986 – Present",Main Campus,Industrial Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Washington,Seattle,Washington,United States,www.engr.washington.edu,Bioresource Science and Engineering,Bachelors,"Oct 1, 2000 – Present",Main Campus,General Criteria Only (EAC),2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Waukesha County Technical College,Pewaukee,Wisconsin,United States,www.wctc.edu,Mechanical Engineering Technology,Associates,"Oct 1, 2015 – Present",Main Campus,Mechanical Engineering Technology,2028-2029,ETAC,Dublin Accord
Waukesha County Technical College,Pewaukee,Wisconsin,United States,www.wctc.edu,Electrical Engineering Technology,Associates,"Oct 1, 2009 – Present",Main Campus,Electrical and Electronics Engineering Technology,2028-2029,ETAC,Dublin Accord
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Computer Science,Bachelors,"Oct 1, 2018 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Chemical Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Civil Engineering,Bachelors,"Oct 1, 1944 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 1944 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Industrial Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,Industrial Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Mechanical Engineering,Bachelors,"Oct 1, 1944 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Biomedical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Bioengineering and Biomedical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Electrical/Electronic Engineering Technology,Bachelors,"Oct 1, 1993 – Present",Main Campus,Electrical and Electronics Engineering Technology,2024-2025,ETAC,Sydney Accord
Wayne State University,Detroit,Michigan,United States,www.wayne.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 1993 – Present",Main Campus,Mechanical Engineering Technology,2024-2025,ETAC,Sydney Accord
Webb Institute,Glen Cove,New York,United States,www.webb.edu,Naval Architecture and Marine Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Naval Architecture and Marine Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Weber State University,Ogden,Utah,United States,www.weber.edu,Computer Science,Bachelors,"Oct 1, 2012 – Present",Weber State University Davis,Computer Science,2025-2026,CAC,Seoul Accord
Weber State University,Ogden,Utah,United States,www.weber.edu,Cybersecurity and Network Management,Bachelors,"Oct 1, 2018 – Present",Main Campus,General Criteria Only (CAC),2025-2026,CAC,Seoul Accord
Weber State University,Ogden,Utah,United States,www.weber.edu,Electrical Engineering,Bachelors,"Oct 1, 2011 – Present",Weber State University,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Weber State University,Ogden,Utah,United States,www.weber.edu,Computer Engineering,Bachelors,"Oct 1, 2017 – Present",Weber State University,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Weber State University,Ogden,Utah,United States,www.weber.edu,Mechanical Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Weber State University,Ogden,Utah,United States,www.weber.edu,Manufacturing Systems Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,Manufacturing Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Weber State University,Ogden,Utah,United States,www.weber.edu,Manufacturing Engineering Technology,Bachelors,"Oct 1, 1972 – Present",Main Campus,Manufacturing Engineering Technology,2027-2028,ETAC,Sydney Accord
Weber State University,Ogden,Utah,United States,www.weber.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 1988 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Sydney Accord
Weber State University,Ogden,Utah,United States,www.weber.edu,Product Design and Development,Bachelors,"Oct 1, 2004 – Present",Main Campus,Engineering Graphics/Design/Drafting Engineering Technology (Mechanical),2027-2028,ETAC,Sydney Accord
Wenatchee Valley College,Wenatchee,Washington,United States,www.wvc.edu,Engineering Technology,Bachelors,"Oct 1, 2020 – Present",Main Campus,Engineering Technology,2027-2028,ETAC,Sydney Accord
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Electromechanical Engineering,Bachelors,"Oct 1, 2000 – Present",Main Campus,"Electrical and Electronics Engineering, Mechanical Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Mechanical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Electrical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Civil Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Biomedical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Bioengineering and Biomedical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Computer Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Biological Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,Biological Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Computer Science,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Wentworth Institute of Technology,Boston,Massachusetts,United States,www.wit.edu,Computer Networking,Bachelors,"Oct 1, 2009 – Present",Main Campus,General Criteria Only (CAC),2028-2029,CAC,Seoul Accord
The University of West Alabama,Livingston,Alabama,United States,http://www.uwa.edu/,Engineering Technology,Bachelors,"Oct 1, 2016 – Present",Main Campus,Engineering Technology,2024-2025,ETAC,Sydney Accord
The University of West Alabama,Livingston,Alabama,United States,http://www.uwa.edu/,Industrial Maintenance,Associates,"Oct 1, 2016 – Present",Main Campus,General Criteria Only (ETAC),2024-2025,ETAC,Dublin Accord
West Chester University of Pennsylvania,West Chester,Pennsylvania,United States,www.wcupa.edu,Computer Science,Bachelors,"Oct 1, 2008 – Present",West Chester University,Computer Science,2027-2028,CAC,Seoul Accord
West Chester University of Pennsylvania,West Chester,Pennsylvania,United States,www.wcupa.edu,Biomedical Engineering,Bachelors,"Oct 1, 2022 – Present",Main Campus,Bioengineering and Biomedical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Computer Science,Bachelors,"Oct 1, 2018 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Cybersecurity,Bachelors,"Oct 1, 2019 – Present",Main Campus,Cybersecurity,2024-2025,CAC,Seoul Accord
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Information Technology,Bachelors,"Oct 1, 2022 – Present",Main Campus,Information Technology,2024-2025,CAC,Seoul Accord
University of West Florida,Pensacola,Florida,United States,www.uwf.edu,Electrical Engineering,Bachelors,"Oct 1, 1999 – Present","UWF FWB, Main Campus",Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
